artefact_id,display_index,primary_code,severity,reversibility,confidence_annotation,rationale_fidelity,secondary_codes,flag_for_adjudication,note,rater,rated_at
4d02d916-c727-4b5f-8939-47c75faa962a,85,,,,,,,,,r1,
83b1f1e6-2651-47e3-8598-c292cb49cbb9,86,,,,,,,,,r1,
c27c2597-9a50-4f6f-a239-ad7c012a0502,87,,,,,,,,,r1,
ac520310-8fac-410d-8873-e632cc9c5e27,88,,,,,,,,,r1,
67504e44-0705-4961-8d9b-6ffed526dde1,89,,,,,,,,,r1,
7fd8faae-f868-4135-bd56-57a938ff9c8f,90,,,,,,,,,r1,
61dfd7d8-46b7-4ec2-8535-3dc278ab3878,91,,,,,,,,,r1,
ac300ca6-a6eb-479b-a99c-9b79e9a8e0c8,92,,,,,,,,,r1,
324f8968-940b-4bda-9fd1-a0078d895383,93,,,,,,,,,r1,
24367550-ee55-4249-9456-08854fa867ea,94,,,,,,,,,r1,
ea54457f-4ff0-4853-b90f-77676cb45ea7,95,,,,,,,,,r1,
f5e0e4de-a1e3-4bde-8706-79f0929421b0,96,,,,,,,,,r1,
bfa42b27-ffae-45ff-8e9e-09b7d409b7e6,97,,,,,,,,,r1,
bc9d9ece-0e70-4fc9-90d1-4201deb9a199,98,,,,,,,,,r1,
91c74110-6852-4d4b-b158-d287aae9f9d7,99,,,,,,,,,r1,
f6acba9a-6788-406d-83ed-709f8bc75448,100,,,,,,,,,r1,
7e5ed8a6-4819-4254-b637-44ec5e4eb45c,101,,,,,,,,,r1,
0b405e6b-c43f-42b7-bbb6-4a5e41fbdc8d,102,,,,,,,,,r1,
f3004321-148b-4ca8-8c3c-5d3ff78f438f,103,,,,,,,,,r1,
fd4a32df-d10d-42e5-b65f-ca1ce4a7eade,104,,,,,,,,,r1,
be717349-7eef-449b-8157-89393d96eec1,105,,,,,,,,,r1,
7741896c-de32-4695-b459-1acc812a6330,106,,,,,,,,,r1,
66e51567-d2b9-4ef5-b4b6-0fdbaa65c280,107,,,,,,,,,r1,
d24fa7e4-efe8-4b96-aab8-68200ea4c002,108,,,,,,,,,r1,
4e224fb9-6d99-4890-9f75-acc9e8972f0c,109,,,,,,,,,r1,
95e19231-cd81-4bf9-958b-27e35ec18629,110,,,,,,,,,r1,
32065be4-3209-463c-a87c-4acb08e6a74a,111,,,,,,,,,r1,
c11fcd40-61dd-4a00-b9cb-fef0054a9fed,112,,,,,,,,,r1,
3369e0b9-1d6d-49dc-a181-93fdbf333a75,113,,,,,,,,,r1,
a76f1ebb-a0ae-40fc-8810-3e6c248e4192,114,,,,,,,,,r1,
e0ba036a-5e01-4455-b815-745bb0c44ca2,115,,,,,,,,,r1,
c6eced3f-bf2c-4e1f-a00c-436790a27f19,116,,,,,,,,,r1,
2f32b2f0-ed75-49e6-86d7-d9dee8325a6b,117,,,,,,,,,r1,
13b86efd-253b-4d47-ad11-b7b03f19f4ef,118,,,,,,,,,r1,
8e1befcc-82d3-41ac-ae50-f2836d94c5c8,119,,,,,,,,,r1,
b5c3d1d5-d99d-47f5-9f1c-d014e29b8f4e,120,,,,,,,,,r1,
6e0722f0-1da7-44c1-bb86-88749f009101,121,,,,,,,,,r1,
2f71d3b7-86c3-45a1-8ffe-ffe24c1735e5,122,,,,,,,,,r1,
055ea5c0-bb45-4c72-b314-6150f1146163,123,,,,,,,,,r1,
e057d7bc-03d3-49fa-96b9-264daf6ac9e1,124,,,,,,,,,r1,
70c4c4be-4c65-4956-b049-cf24eeef409f,125,,,,,,,,,r1,
6899612e-f05f-4033-865b-e5b70299a8c0,126,,,,,,,,,r1,
